student_id,pretest
ILXQY,57.19919
286RT,41.144527
36XVY,52.89387
PR2SE,40.532112
3NOO6,42.549587
HWJG5,57.911957
42OS6,61.94445
5TM1N,46.149956
EEJ6S,66.26082
TMN52,65.47722
H1F9J,61.324276
1BEFZ,61.142998
B4VE7,83.52458
JI9VG,62.880787
MF1NR,57.19919
PNO97,62.21028
K6FWQ,35.92786
QOOMM,41.144527
E794Z,61.324276
HGCQA,58.19388
7OLG6,56.689552
QJVAM,60.809128
4KXHJ,73.97296
JY21F,63.38823
Q5QRY,60.0337
5SLAY,55.521843
ZSLGX,29.614761
VHOWB,66.529755
6MBC0,68.5019
AUZ9N,59.678432
VNP26,41.109173
VEXWA,64.18963
YIFYG,64.18963
THSH4,68.5019
DNCDV,53.7472
Z7PUC,58.573368
43IMD,40.532112
5OKGY,83.47452
A5BS4,57.115807
RVC99,83.61306
MKL3E,77.37097
9J2Z8,71.61036
F5H1B,77.37097
YPXKI,57.19919
KW69V,62.426556
5JSKA,57.668705
O4C5C,74.237816
P6MIL,46.45355
T9YB9,48.608044
99KK2,57.115807
MEUC4,62.880787
J46NP,50.069256
5QQ2M,31.888342
OA4KH,52.83599
YS6D7,63.91309
1C30U,67.61782
7KY71,51.832355
PA75T,31.888342
04TG9,39.592503
HCBLB,52.21706
MLDXH,74.237816
BWHHF,43.954517
O5U7H,59.678432
X006R,52.21706
KELXA,73.69193
BKV9M,61.70606
I55J5,66.172485
IOQIU,66.79628
174XC,40.418877
PPU2J,64.13299
KTSB7,64.18963
ZLIIF,62.21028
MIGU8,55.40095
NRHKL,55.410374
RV35S,58.573368
IFRIJ,66.79628
JU0SW,41.109173
1ZWQW,33.409554
2DSZC,33.409554
YGGJT,43.954517
FYF2E,33.409554
9178O,38.489334
CTFB2,29.614761
O5RMI,41.144527
XRD78,53.936638
1DAZA,37.29496
ZGB9Z,64.11224
RM0W4,53.133278
KB2DJ,56.753136
57N0B,51.694084
UYKRK,38.504425
GRQ2T,35.92786
V7CKV,83.47452
0JIY9,31.46394
ZRQGZ,29.614761
3JJUP,36.3246
0YXPR,42.030464
9KW69,40.532112
Q6SBB,64.11224
1FKL9,71.61036
JIMD2,60.73835
K4MPY,39.324516
37W3X,67.25573
0XMEO,35.92786
SEB4N,32.26879
ARW1X,64.35236
86RZK,55.066017
BVNY3,33.409554
EUUCT,57.21324
FTOMN,43.954517
0OW7I,39.89427
KENTO,47.954647
PV4KT,73.97296
0DXGZ,39.89427
LHLZ0,59.678432
WNW5P,59.130234
IHVXF,69.664635
094FR,61.39714
EH504,45.600536
JR3ZP,29.969187
XQA13,79.633484
SNGT7,41.144527
NIJP6,52.21706
I8P7Y,51.64893
WV4F0,74.237816
GF6MA,64.13299
8023G,73.97296
AYEU1,61.524487
AXE5J,42.030464
PC2MH,83.47452
DOV3H,61.869186
PQFNG,61.869186
T3MLI,59.678432
UP1PU,48.608044
56VOR,39.89427
ZHM15,73.12956
ZBQ4T,62.880787
KTSGX,66.26082
6IDYQ,71.69552
4QD4Z,68.64719
CFICH,66.26082
6QWJK,54.27673
RZ7VK,44.965935
JGQ0Z,40.418877
I3PZA,69.664635
NR8JR,58.573368
QPPQJ,73.69674
AV95M,60.0337
G7UZ5,29.969187
30219,66.26082
S3J5U,40.856148
98TI9,48.6277
86R4S,55.326862
GWG8B,61.324276
O0K98,35.92786
F4ZHY,60.809128
LH25F,45.600536
DUWJP,48.6277
HPY7B,32.462315
SY0BY,75.12085
O8UE1,54.401386
0U8FN,60.99507
6CQH6,52.83599
OV3PC,43.954517
N7XOT,65.06214
2HYPB,47.954647
5UQNP,60.0337
KXPEE,64.18963
3DTQB,66.529755
LMU2D,58.573368
J0V3K,38.504425
MRUD1,48.608044
BR251,48.6277
V2JU6,47.98526
20GR2,31.888342
A2OLH,52.89387
XZH2Z,83.47452
VZ1NV,61.869186
5BAJD,68.30607
58VZ8,41.109173
GI9G6,35.92786
3TJ3A,38.489334
LRZXP,46.11849
G5CGC,79.633484
CNECS,69.828674
ODYMF,73.69674
5NROF,69.664635
T72EG,46.45355
6B3YQ,52.89387
0QDDH,66.529755
BWKEO,43.787262
VCB7U,31.46394
0NJH4,62.21028
3BGGH,79.633484
2EXQP,39.89427
E7D9H,41.109173
EJAMZ,63.91309
BVRKY,62.21028
VCHRB,35.92786
WI916,66.06456
RLE9C,49.004543
M2OMY,67.61782
DAAC3,73.69193
Y2S14,59.130234
9PPQ2,50.266018
ZT5SN,74.237816
TAFUM,35.92786
PZFMC,55.066017
9NW7W,31.46394
CSZV6,83.47452
BO4NT,67.61782
583ZR,48.52439
GGT4A,60.0337
3S4PV,83.52458
FDPKM,35.92786
W4M1T,63.91309
